ID,collected?,mainCategory,subCategory,name,type,team,requirementText,rewardText,unobtainable?,paid?,altRequirementText,season,internalSort
6743,FALSE,Universal Weapon Customization,Weapon Stickers,Jet Fighter,,,Unknown,,x,,,,120
6744,FALSE,Universal Weapon Customization,Weapon Charms,Lucky Charm,,,Unknown (removed),,x,,,,
6745,FALSE,Universal Weapon Customization,Weapon Stickers,Monkeying Around,,,"Free Store Gift (Season 2, Week 12)",,,,,2,1
6746,FALSE,Universal Weapon Customization,Weapon Stickers,Monstrum,,,Collector (Store),,,x,,2,270
6747,FALSE,Universal Weapon Customization,Weapon Stickers,Mozambique Drill,,,Unknown,,x,,,,60
6748,FALSE,Universal Weapon Customization,Weapon Stickers,Pride Leader,,,King's Legion (Store),,,x,,2,340
6749,FALSE,Universal Weapon Customization,Weapon Charms,Runic Protection,,,Unknown,,x,,,,690
6750,FALSE,Universal Weapon Customization,Weapon Charms,Snakelike,,,Constrictor (Store),,,x,,2,50
6751,FALSE,Universal Weapon Customization,Weapon Charms,Tea Time,,,King's Legion (Store),,,x,,2,360
6752,FALSE,Universal Weapon Customization,Weapon Stickers,Test Fire,,,Unknown (removed),,x,,,,
6753,FALSE,Universal Weapon Customization,Weapon Charms,Unmasked,,,Unknown,,x,,,,520
6754,FALSE,Universal Weapon Customization,Weapon Charms,Volatile Payload,,,"Free Store Gift (Season 2, Week 4)",,,,,2,1
6755,FALSE,Vehicle Customizations,Anti Air Skins,Behemoth,,NATO,Collector (Store),,,x,,2,50
6756,FALSE,Vehicle Customizations,MBT Skins,Disrupting Prowl,,NATO,Unknown,,x,,,,10
6757,FALSE,Vehicle Customizations,Attack Heli Skins,Sunstreak,,NATO,Creator Program Season 2 Twitch Drops (watch 3 hours),,,,Creator Program,2,60
6758,FALSE,Vehicle Customizations,MBT Skins,The Tower,,NATO,King's Legion (Store),,,x,,2,10
6759,FALSE,Vehicle Customizations,MBT Skins,Cleaving Dusk,,Pax Armata,"Free Store Gift (Season 2, Week 8)",,,,,2,110
6760,FALSE,Vehicle Customizations,Attack Heli Skins,Sensor Sweep,,Pax Armata,Unknown,,x,,,,160
6761,FALSE,Weapon Attachments,VCR-2 Attachments,Piggyback Reflex,Optic Accessories,,VCR-2 Mastery 29,,,,,2,90
6762,FALSE,Weapon Attachments,M121 A2 Attachments,Piggyback Reflex,Optic Accessories,,M121 A2 Mastery 25,,,,,2,360
6763,FALSE,Weapon Packages,M4A1 Packages,Acid Drip,Carbine,,Challenge KILL OR ASSIST. KILLS WHILE USING THERMAL SCOPE COUTNS DOUBLE IN NIGHTFALL MODES. [Nightfall Challenges],,,,,2,1
6764,FALSE,Weapon Packages,NVO-228E Packages,Crimson Viper,Assault Rifle,,Constrictor (Store),,,x,,2,7
6765,FALSE,Weapon Packages,M357 TRAIT Packages,Etched In,Secondary,,"Free Store Gift (Season 2, Week 10)",,,,,2,6
6766,FALSE,Weapon Packages,RPKM Packages,Green Delta,LMG,,Unknown,,x,,,,4
6767,FALSE,Weapon Packages,SCW-10 Packages,Nucleus,SMG,,Unknown,,x,,,,7
6768,FALSE,Weapon Packages,M/60 Packages,Rain of Ruin,LMG,,King's Legion (Store),,,x,,2,3
6769,FALSE,Weapon Packages,M240L Packages,Red Massacre,LMG,,Hard Luck (Store),,,x,,2,8
6770,FALSE,Weapon Packages,18.5KS-K Packages,Shadow Play,Shotgun,,Unknown,,x,,,,3
6771,FALSE,Weapon Packages,TR-7 Packages,Thermoelectric,Assault Rifle,,Lights Out (Store),,,x,,2,5
6772,FALSE,Weapon Packages,KTS100 MK8 Packages,Trappers Frenzy,LMG,,Collector (Store),,,x,,2,7
6773,FALSE,Weapon Packages,M87A1 Packages,Grayout,Shotgun,,Challenge KILL WITH SMGS. CZ3A1 KILLS COUNT DOUBLE. [Nightfall Challenges],,,,,2,1
6774,FALSE,Weapon Packages,LMR27 Packages,Vertigo,DMR,,Unknown,,x,,,,2
6775,FALSE,Weapon Packages,ES 5.7 Packages,Whistler,Secondary,,Creator Program Season 2 Twitch Drops (watch 4 hours),,,,,2,2
6776,FALSE,Weapon Packages,L110 Packages,Hot Shot,LMG,,Unknown (promo),,x,,,,1
6777,FALSE,Appearance,Fireteam Vedmak Support,Battled Tested,,Pax Armata,Unknown (tournament reward),,x,,,,310
6778,FALSE,Appearance,Fireteam Vedmak Support,Warpath,,Pax Armata,Unknown (tournament reward),,x,,,,310
6779,FALSE,Weapon Packages,L110 Packages,Cold Blooded,LMG,,Unknown (tournament reward),,x,,,,1
6780,FALSE,Appearance,Coyote Squad Support,Purpose-Driven,,NATO,5.11 Tactical (Store),,,x,,2,110
6781,FALSE,Appearance,Coyote Squad Recon,Self-Reliant,,NATO,5.11 Tactical (Store),,,x,5.11 Challenges (March 2026),2,160
6782,FALSE,Appearance,Coyote Squad Assault,Skilled-Up,,NATO,5.11 Tactical (Store),,,x,,2,10
6783,FALSE,Vehicle Customizations,MBT Skins,Resolver,,Pax Armata,5.11 Tactical (Store),,,x,,2,110
6784,FALSE,Weapon Attachments,VCR-2 Attachments,Folding Vertical,Underbarrels,,VCR-2 Mastery 1,,,,,2,90
6785,FALSE,Weapon Attachments,VCR-2 Attachments,Mini Flex 1.00x,Scopes,,VCR-2 Mastery 1,,,,,2,90
6786,FALSE,Badges,Assault Rifle Badges,VCR-2,Bronze,,VCR-2 Mastery 10,,,,,2,
6787,FALSE,Weapon Attachments,VCR-2 Attachments,Canted Iron Sights,Optic Accessories,,VCR-2 Mastery 10,,,,,2,90
6788,FALSE,Weapon Attachments,VCR-2 Attachments,CCO 2.00x,Scopes,,VCR-2 Mastery 10,,,,,2,90
6789,FALSE,Weapon Packages,VCR-2 Packages,Warfighter,Assault Rifle,,VCR-2 Mastery 10,,,,,2,9
6790,FALSE,Weapon Attachments,VCR-2 Attachments,R4T 2.00x,Scopes,,VCR-2 Mastery 11,,,,,2,90
6791,FALSE,Weapon Attachments,VCR-2 Attachments,Single-Port Brake,Muzzles,,VCR-2 Mastery 11,,,,,2,90
6792,FALSE,Weapon Attachments,VCR-2 Attachments,R-MR 1.00x,Scopes,,VCR-2 Mastery 12,,,,,2,90
6793,FALSE,Weapon Attachments,VCR-2 Attachments,Slim Angled,Underbarrels,,VCR-2 Mastery 12,,,,,2,90
6794,FALSE,Weapon Attachments,VCR-2 Attachments,BF-2M 2.50x,Scopes,,VCR-2 Mastery 13,,,,,2,90
6795,FALSE,Weapon Attachments,VCR-2 Attachments,Match Trigger,Ergonomics,,VCR-2 Mastery 13,,,,,2,90
6796,FALSE,Weapon Attachments,VCR-2 Attachments,PTT Grip Pod,Underbarrels,,VCR-2 Mastery 14,,,,,2,90
6797,FALSE,Weapon Attachments,VCR-2 Attachments,SU-231 1.50x,Scopes,,VCR-2 Mastery 14,,,,,2,90
6798,FALSE,Weapon Attachments,VCR-2 Attachments,"20"" Marksman",Barrels,,VCR-2 Mastery 15,,,,,2,90
6799,FALSE,Weapon Attachments,VCR-2 Attachments,Slim Handstop,Underbarrels,,VCR-2 Mastery 15,,,,,2,90
6800,FALSE,Weapon Attachments,VCR-2 Attachments,BAKER 3.00x,Scopes,,VCR-2 Mastery 16,,,,,2,90
6801,FALSE,Weapon Attachments,VCR-2 Attachments,CQB Suppressor,Muzzles,,VCR-2 Mastery 16,,,,,2,90
6802,FALSE,Weapon Attachments,VCR-2 Attachments,CQ RDS 1.25x,Scopes,,VCR-2 Mastery 17,,,,,2,90
6803,FALSE,Weapon Attachments,VCR-2 Attachments,Ribbed Vertical,Underbarrels,,VCR-2 Mastery 17,,,,,2,90
6804,FALSE,Weapon Attachments,VCR-2 Attachments,50 MW Green,Top Accessories,,VCR-2 Mastery 18,,,,,2,90
6805,FALSE,Weapon Attachments,VCR-2 Attachments,Mars-F LPVO,Scopes,,VCR-2 Mastery 18,,,,,2,90
6806,FALSE,Weapon Attachments,VCR-2 Attachments,Canted Reflex,Optic Accessories,,VCR-2 Mastery 19,,,,,2,90
6807,FALSE,Weapon Attachments,VCR-2 Attachments,Canted Stubby,Underbarrels,,VCR-2 Mastery 19,,,,,2,90
6808,FALSE,Weapon Attachments,VCR-2 Attachments,"18"" US",Barrels,,VCR-2 Mastery 2,,,,,2,90
6809,FALSE,Weapon Attachments,VCR-2 Attachments,20RND Magazine,Magazines,,VCR-2 Mastery 2,,,,,2,90
6810,FALSE,Badges,Assault Rifle Badges,VCR-2,Silver,,VCR-2 Mastery 20,,,,,2,
6811,FALSE,Universal Weapon Customization,Weapon Camos,Wetlands,Misc,,VCR-2 Mastery 5,,,,,2,
6812,FALSE,Weapon Attachments,VCR-2 Attachments,20RND Fast Mag,Magazines,,VCR-2 Mastery 20,,,,,2,90
6813,FALSE,Weapon Attachments,VCR-2 Attachments,Double-Port Brake,Muzzles,,VCR-2 Mastery 21,,,,,2,90
6814,FALSE,Weapon Attachments,VCR-2 Attachments,SDO 3.50x,Scopes,,VCR-2 Mastery 21,,,,,2,90
6815,FALSE,Weapon Attachments,VCR-2 Attachments,1P87 1.50x,Scopes,,VCR-2 Mastery 22,,,,,2,90
6816,FALSE,Weapon Attachments,VCR-2 Attachments,Full Angled,Underbarrels,,VCR-2 Mastery 22,,,,,2,90
6817,FALSE,Weapon Attachments,VCR-2 Attachments,Hollow Point,Ammunition,,VCR-2 Mastery 23,,,,,2,90
6818,FALSE,Weapon Attachments,VCR-2 Attachments,PVQ-31 4.00x,Scopes,,VCR-2 Mastery 23,,,,,2,90
6819,FALSE,Weapon Attachments,VCR-2 Attachments,QD Grip Pod,Underbarrels,,VCR-2 Mastery 24,,,,,2,90
6820,FALSE,Weapon Attachments,VCR-2 Attachments,RO-S 1.25x,Scopes,,VCR-2 Mastery 24,,,,,2,90
6821,FALSE,Weapon Attachments,VCR-2 Attachments,"18"" Fluted",Barrels,,VCR-2 Mastery 25,,,,,2,90
6822,FALSE,Weapon Attachments,VCR-2 Attachments,LDS 4.50x,Scopes,,VCR-2 Mastery 26,,,,,2,90
6823,FALSE,Weapon Attachments,VCR-2 Attachments,Long Suppressor,Muzzles,,VCR-2 Mastery 26,,,,,2,90
6824,FALSE,Weapon Attachments,VCR-2 Attachments,Bipod,Underbarrels,,VCR-2 Mastery 27,,,,,2,90
6825,FALSE,Weapon Attachments,VCR-2 Attachments,Grim 1.50x,Scopes,,VCR-2 Mastery 27,,,,,2,90
6826,FALSE,Weapon Attachments,VCR-2 Attachments,50 MW Blue,Top Accessories,,VCR-2 Mastery 28,,,,,2,90
6827,FALSE,Weapon Attachments,VCR-2 Attachments,MC-CO LPVO,Scopes,,VCR-2 Mastery 28,,,,,2,90
6828,FALSE,Weapon Attachments,VCR-2 Attachments,6H64 Vertical,Underbarrels,,VCR-2 Mastery 29,,,,,2,90
6829,FALSE,Weapon Attachments,VCR-2 Attachments,Folding Stubby,Underbarrels,,VCR-2 Mastery 3,,,,,2,90
6830,FALSE,Weapon Attachments,VCR-2 Attachments,Linear Comp,Muzzles,,VCR-2 Mastery 3,,,,,2,90
6831,FALSE,Badges,Assault Rifle Badges,VCR-2,Gold,,VCR-2 Mastery 30,,,,,2,
6832,FALSE,Universal Weapon Customization,Weapon Camos,Oxidization,Misc,,VCR-2 Mastery 15,,,,,2,
6833,FALSE,Weapon Attachments,VCR-2 Attachments,36RND Magazine,Magazines,,VCR-2 Mastery 30,,,,,2,90
6834,FALSE,Weapon Attachments,VCR-2 Attachments,Compensated Brake,Muzzles,,VCR-2 Mastery 31,,,,,2,90
6835,FALSE,Weapon Attachments,VCR-2 Attachments,ST Prisim 5.00x,Scopes,,VCR-2 Mastery 31,,,,,2,90
6836,FALSE,Weapon Attachments,VCR-2 Attachments,RO-M 1.75x,Scopes,,VCR-2 Mastery 32,,,,,2,90
6837,FALSE,Weapon Attachments,VCR-2 Attachments,Stippled Stubby,Underbarrels,,VCR-2 Mastery 32,,,,,2,90
6838,FALSE,Weapon Attachments,VCR-2 Attachments,Polymer Case,Ammunition,,VCR-2 Mastery 33,,,,,2,90
6839,FALSE,Weapon Attachments,VCR-2 Attachments,SF-G2 5.00x,Scopes,,VCR-2 Mastery 33,,,,,2,90
6840,FALSE,Weapon Attachments,VCR-2 Attachments,Classic Vertical,Underbarrels,,VCR-2 Mastery 34,,,,,2,90
6841,FALSE,Weapon Attachments,VCR-2 Attachments,ROX 1.50x,Scopes,,VCR-2 Mastery 34,,,,,2,90
6842,FALSE,Weapon Attachments,VCR-2 Attachments,40RND Magazine,Magazines,,VCR-2 Mastery 35,,,,,2,90
6843,FALSE,Weapon Attachments,VCR-2 Attachments,DVO LPVO,Scopes,,VCR-2 Mastery 36,,,,,2,90
6844,FALSE,Weapon Attachments,VCR-2 Attachments,Lightened Suppressor,Muzzles,,VCR-2 Mastery 36,,,,,2,90
6845,FALSE,Weapon Attachments,VCR-2 Attachments,A-P2 1.75x,Scopes,,VCR-2 Mastery 37,,,,,2,90
6846,FALSE,Weapon Attachments,VCR-2 Attachments,Low-Profile Stubby,Underbarrels,,VCR-2 Mastery 37,,,,,2,90
6847,FALSE,Weapon Attachments,VCR-2 Attachments,120 MW Blue,Top Accessories,,VCR-2 Mastery 38,,,,,2,90
6848,FALSE,Weapon Attachments,VCR-2 Attachments,PAS-35 3.00x,Scopes,,VCR-2 Mastery 38,,,,,2,90
6849,FALSE,Weapon Attachments,VCR-2 Attachments,3VZR 1.75x,Scopes,,VCR-2 Mastery 39,,,,,2,90
6850,FALSE,Weapon Attachments,VCR-2 Attachments,Classic Grip Pod,Underbarrels,,VCR-2 Mastery 39,,,,,2,90
6851,FALSE,Weapon Attachments,VCR-2 Attachments,5 MW Red,Top Accessories,,VCR-2 Mastery 4,,,,,2,90
6852,FALSE,Weapon Attachments,VCR-2 Attachments,Frangible,Ammunition,,VCR-2 Mastery 4,,,,,2,90
6853,FALSE,Badges,Assault Rifle Badges,VCR-2,Platinum,,VCR-2 Mastery 40,,,,,2,
6854,FALSE,Universal Weapon Customization,Weapon Camos,Shrubbery,Forest,,VCR-2 Mastery 30,,,,,2,
6855,FALSE,Weapon Attachments,VCR-2 Attachments,40RND Fast Mag,Magazines,,VCR-2 Mastery 40,,,,,2,90
6856,FALSE,Weapon Attachments,VCR-2 Attachments,Adjustable Angled,Underbarrels,,VCR-2 Mastery 5,,,,,2,90
6857,FALSE,Weapon Attachments,VCR-2 Attachments,OSA-7 1.00x,Scopes,,VCR-2 Mastery 5,,,,,2,90
6858,FALSE,Badges,Assault Rifle Badges,VCR-2,Elite,,VCR-2 Mastery 50,,,,,2,
6859,FALSE,Weapon Packages,VCR-2 Packages,Unstoppable Force,Assault Rifle,,VCR-2 Mastery 50,,,,,2,9
6860,FALSE,Weapon Attachments,VCR-2 Attachments,Flashlight,Right Accessories,,VCR-2 Mastery 6,,,,,2,90
6861,FALSE,Weapon Attachments,VCR-2 Attachments,SU-230 LPVO,Scopes,,VCR-2 Mastery 6,,,,,2,90
6862,FALSE,Weapon Attachments,VCR-2 Attachments,Alloy Vertical,Underbarrels,,VCR-2 Mastery 7,,,,,2,90
6863,FALSE,Weapon Attachments,VCR-2 Attachments,Tungsten Core,Ammunition,,VCR-2 Mastery 7,,,,,2,90
6864,FALSE,Weapon Attachments,VCR-2 Attachments,30RND Fast Mag,Magazines,,VCR-2 Mastery 8,,,,,2,90
6865,FALSE,Weapon Attachments,VCR-2 Attachments,Standard Suppressor,Muzzles,,VCR-2 Mastery 8,,,,,2,90
6866,FALSE,Weapon Attachments,VCR-2 Attachments,5 MW Green,Top Accessories,,VCR-2 Mastery 9,,,,,2,90
6867,FALSE,Weapon Attachments,VCR-2 Attachments,Ribbed Stubby,Underbarrels,,VCR-2 Mastery 9,,,,,2,90
6868,FALSE,Challenges and Assignments,BF Pro Challenges,Battle Pass S2 Challenge 5,Challenge,,Win matches in any mode. (20),United Albion Assault Night Scope soldier skin,,x,,2,
6869,FALSE,Universal Soldier Customization,Parachute Skins,Success Upon Arrival,,,"Year of the Horse Inbox Gifts, day 1",,,,,2,1
6870,FALSE,Dog Tags (taken),Dog Tags (taken),Battlefield Studios,Other,,,,,,,2,
6871,FALSE,Dog Tags (taken),Dog Tags (taken),Breathe Easy,Other,,,,,,,2,
6872,FALSE,Dog Tags (taken),Dog Tags (taken),Console Key,Other,,,,,,,2,
6873,FALSE,Dog Tags (taken),Dog Tags (taken),Corvus Serpentem,Other,,,,,,,2,
6874,FALSE,Dog Tags (taken),Dog Tags (taken),Here Be Monsters,Other,,,,,,,2,
6875,FALSE,Dog Tags (taken),Dog Tags (taken),Lucky for Some,Other,,,,,,,2,
6876,FALSE,Dog Tags (taken),Dog Tags (taken),Portal Runner,Other,,,,x,,,,
6877,FALSE,Dog Tags (taken),Dog Tags (taken),Truth Sayer,Other,,,,,,,2,
6878,FALSE,Dog Tags (taken),Dog Tags (taken),Year of the Horse,Other,,,,,,,2,
6879,FALSE,Appearance,Kahina Unité Engineer,Advancing Gloom,,Pax Armata,"nVIDIA GeForce reward, March 2026",,,,,2,280
6880,FALSE,Challenges and Assignments,Season 2 Challenges,Season 2 Hardware 1,Challenge,,"Get kills while in objective capture areas and Deadlock zones. High-value target kills count double. (20)
Earn score while on foot. (3,500)","50 MW Violet laser weapon attachment (for many guns)
Taclight -  hip accessory weapon attachment (for many guns)
Taclight - arimed accessory weapon attachment (for many guns)",,,,2,
6881,FALSE,Challenges and Assignments,Season 2 Challenges,Season 2 Hardware 2,Challenge,,"Deal headshot damage. (1,000)",TH-RDS 1.00X sight weapon attachment (for many guns),,,,2,
6882,FALSE,Challenges and Assignments,Season 2 Challenges,Season 2 Hardware 3,Challenge,,"Get multi-kills of two or more. (3)
Get kills with Assault Rifles, Carbines or SMGs (30)",Flash Comp muzzle weapon attachment (for many guns),,,,2,
6883,FALSE,Dog Tags (taken),Dog Tags (taken),Red Bull,Other,,,,,,,2,
6884,FALSE,Dog Tags,Dog Tags,Red Bull,Other,,"Get total airtime in seconds using the ATV, Motorcycle or Glider96. [Red Bull Challenges March 2026]",,,,,2,
6885,FALSE,Dog Tags (taken),Dog Tags (taken),Gives You Wings,Other,,,,,,,2,
6886,FALSE,Dog Tags,Dog Tags,Gives You Wings,Other,,Complete Matches of Gauntlet: RB Supermoto [Red Bull Challenges March 2026],,,,,2,
6887,FALSE,Dog Tags (taken),Dog Tags (taken),Kinetic Attack,Other,,,,,,,2,
6888,FALSE,Dog Tags,Dog Tags,Kinetic Attack,Other,,Solar Blast (Store),,,x,,2,
6889,FALSE,Dog Tags (taken),Dog Tags (taken),Stray Shot,Other,,,,,,,2,
6890,FALSE,Dog Tags,Dog Tags,Stray Shot,Other,,Bullet Storm (Store),,,x,,2,
6891,FALSE,Dog Tags (taken),Dog Tags (taken),Indomitable Spirit,Other,,,,,,,2,
6892,FALSE,Dog Tags,Dog Tags,Indomitable Spirit,Other,,Waking Death (Store),,,x,,2,
6893,FALSE,Dog Tags (taken),Dog Tags (taken),Golden Eagle,Other,,,,,,,2,
6894,FALSE,Dog Tags,Dog Tags,Golden Eagle,Other,,Aerie Sweep (Store),,,x,,2,
6895,FALSE,Dog Tags (taken),Dog Tags (taken),Seize the Night,Other,,,,,,,2,
6896,FALSE,Dog Tags,Dog Tags,Seize the Night,Other,,The Strix Raiders (Store),,,x,,2,
6897,FALSE,Weapon Attachments,18.5KS-K Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,500
6898,FALSE,Weapon Attachments,AK-205 Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,130
6899,FALSE,Weapon Attachments,AK4D Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,40
6900,FALSE,Weapon Attachments,B36A4 Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,20
6901,FALSE,Weapon Attachments,DRS-IAR Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,290
6902,FALSE,Weapon Attachments,GRT-BC Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,150
6903,FALSE,Weapon Attachments,KORD 6P67 Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,60
6904,FALSE,Weapon Attachments,KTS100 MK8 Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,340
6905,FALSE,Weapon Attachments,KV9 Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,240
6906,FALSE,Weapon Attachments,L110 Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,280
6907,FALSE,Weapon Attachments,L85A3 Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,80
6908,FALSE,Weapon Attachments,LMR27 Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,390
6909,FALSE,Weapon Attachments,M/60 Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,300
6910,FALSE,Weapon Attachments,M1014 Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,490
6911,FALSE,Weapon Attachments,M123K Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,320
6912,FALSE,Weapon Attachments,M2010 ESR Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,430
6913,FALSE,Weapon Attachments,M240L Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,350
6914,FALSE,Weapon Attachments,M250 Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,330
6915,FALSE,Weapon Attachments,M277 Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,120
6916,FALSE,Weapon Attachments,M39 EMR Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,380
6917,FALSE,Weapon Attachments,M417 A2 Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,140
6918,FALSE,Weapon Attachments,M433 Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,10
6919,FALSE,Weapon Attachments,M4A1 Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,110
6920,FALSE,Weapon Attachments,M87A1 Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,480
6921,FALSE,Weapon Attachments,Mini Scout Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,460
6922,FALSE,Weapon Attachments,NVO-228E Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,70
6923,FALSE,Weapon Attachments,PSR Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,450
6924,FALSE,Weapon Attachments,PW5A3 Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,200
6925,FALSE,Weapon Attachments,PW7A2 Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,210
6926,FALSE,Weapon Attachments,QBZ-192 Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,160
6927,FALSE,Weapon Attachments,RPKM Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,310
6928,FALSE,Weapon Attachments,SCW-10 Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,250
6929,FALSE,Weapon Attachments,SG 553R Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,170
6930,FALSE,Weapon Attachments,SGX Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,190
6931,FALSE,Weapon Attachments,SL9 Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,260
6932,FALSE,Weapon Attachments,SOR-300SC Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,180
6933,FALSE,Weapon Attachments,SOR-556 MK2 Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,30
6934,FALSE,Weapon Attachments,SV-98 Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,440
6935,FALSE,Weapon Attachments,SVDM Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,410
6936,FALSE,Weapon Attachments,SVK-8.6 Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,400
6937,FALSE,Weapon Attachments,TR-7 Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,50
6938,FALSE,Weapon Attachments,UMG-40 Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,220
6939,FALSE,Weapon Attachments,USG-90 Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,230
6940,FALSE,Weapon Attachments,DB-12 Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,510
6941,FALSE,Weapon Attachments,GRT-CPS Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,420
6942,FALSE,Weapon Attachments,M121 A2 Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,360
6943,FALSE,Weapon Attachments,VCR-2 Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,90
6944,FALSE,Weapon Attachments,CZ3A1 Attachments,TH-RDS 1.00X,Scopes,,Challenge SEASON 2 HARDWARE 2,,,,,2,270
6945,FALSE,Weapon Attachments,AK-205 Attachments,Flash Comp,Muzzles,,Challenge SEASON 2 HARDWARE 3,,,,,2,130
6946,FALSE,Weapon Attachments,AK4D Attachments,Flash Comp,Muzzles,,Challenge SEASON 2 HARDWARE 3,,,,,2,40
6947,FALSE,Weapon Attachments,B36A4 Attachments,Flash Comp,Muzzles,,Challenge SEASON 2 HARDWARE 3,,,,,2,20
6948,FALSE,Weapon Attachments,CZ3A1 Attachments,Flash Comp,Muzzles,,Challenge SEASON 2 HARDWARE 3,,,,,2,270
6949,FALSE,Weapon Attachments,DRS-IAR Attachments,Flash Comp,Muzzles,,Challenge SEASON 2 HARDWARE 3,,,,,2,290
6950,FALSE,Weapon Attachments,GRT-BC Attachments,Flash Comp,Muzzles,,Challenge SEASON 2 HARDWARE 3,,,,,2,150
6951,FALSE,Weapon Attachments,GRT-CPS Attachments,Flash Comp,Muzzles,,Challenge SEASON 2 HARDWARE 3,,,,,2,420
6952,FALSE,Weapon Attachments,KORD 6P67 Attachments,Flash Comp,Muzzles,,Challenge SEASON 2 HARDWARE 3,,,,,2,60
6953,FALSE,Weapon Attachments,KTS100 MK8 Attachments,Flash Comp,Muzzles,,Challenge SEASON 2 HARDWARE 3,,,,,2,340
6954,FALSE,Weapon Attachments,L110 Attachments,Flash Comp,Muzzles,,Challenge SEASON 2 HARDWARE 3,,,,,2,280
6955,FALSE,Weapon Attachments,L85A3 Attachments,Flash Comp,Muzzles,,Challenge SEASON 2 HARDWARE 3,,,,,2,80
